Notes,Race,Race Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Deaths,Population,Crude Rate
,White,2106-3,Acute pancreatitis,K85,55-64 years,55-64,Female,F,21,Not Applicable,Not Applicable
,White,2106-3,Acute pancreatitis,K85,55-64 years,55-64,Male,M,45,Not Applicable,Not Applicable
,White,2106-3,Acute pancreatitis,K85,65-74 years,65-74,Female,F,42,Not Applicable,Not Applicable
,White,2106-3,Acute pancreatitis,K85,65-74 years,65-74,Male,M,62,Not Applicable,Not Applicable
,White,2106-3,Acute pancreatitis,K85,75-84 years,75-84,Female,F,60,Not Applicable,Not Applicable
,White,2106-3,Acute pancreatitis,K85,75-84 years,75-84,Male,M,69,Not Applicable,Not Applicable
,White,2106-3,Acute pancreatitis,K85,85+ years,85+,Female,F,76,Not Applicable,Not Applicable
,White,2106-3,Acute pancreatitis,K85,85+ years,85+,Male,M,23,Not Applicable,Not Applicable
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,45-54 years,45-54,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,45-54 years,45-54,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,55-64 years,55-64,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,55-64 years,55-64,Male,M,39,Not Applicable,Not Applicable
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,65-74 years,65-74,Female,F,69,Not Applicable,Not Applicable
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,65-74 years,65-74,Male,M,100,Not Applicable,Not Applicable
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,75-84 years,75-84,Female,F,188,Not Applicable,Not Applicable
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,75-84 years,75-84,Male,M,174,Not Applicable,Not Applicable
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,85+ years,85+,Female,F,278,Not Applicable,Not Applicable
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,85+ years,85+,Male,M,131,Not Applicable,Not Applicable
,White,2106-3,Cellulitis of other parts of limb,L03.1,75-84 years,75-84,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Cellulitis of other parts of limb,L03.1,85+ years,85+,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,"Cellulitis, unspecified",L03.9,75-84 years,75-84,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,"Cellulitis, unspecified",L03.9,85+ years,85+,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Decubitus ulcer,L89,65-74 years,65-74,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Decubitus ulcer,L89,65-74 years,65-74,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,Decubitus ulcer,L89,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Decubitus ulcer,L89,75-84 years,75-84,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,Decubitus ulcer,L89,85+ years,85+,Female,F,28,Not Applicable,Not Applicable
,White,2106-3,Decubitus ulcer,L89,85+ years,85+,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Rheumatoid lung disease (J99.0*),M05.1,65-74 years,65-74,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Rheumatoid lung disease (J99.0*),M05.1,75-84 years,75-84,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Rheumatoid arthritis, unspecified",M06.9,55-64 years,55-64,Female,F,28,Not Applicable,Not Applicable
,White,2106-3,"Rheumatoid arthritis, unspecified",M06.9,65-74 years,65-74,Female,F,43,Not Applicable,Not Applicable
,White,2106-3,"Rheumatoid arthritis, unspecified",M06.9,65-74 years,65-74,Male,M,26,Not Applicable,Not Applicable
,White,2106-3,"Rheumatoid arthritis, unspecified",M06.9,75-84 years,75-84,Female,F,84,Not Applicable,Not Applicable
,White,2106-3,"Rheumatoid arthritis, unspecified",M06.9,75-84 years,75-84,Male,M,26,Not Applicable,Not Applicable
,White,2106-3,"Rheumatoid arthritis, unspecified",M06.9,85+ years,85+,Female,F,30,Not Applicable,Not Applicable
,White,2106-3,"Rheumatoid arthritis, unspecified",M06.9,85+ years,85+,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Arthrosis, unspecified",M19.9,85+ years,85+,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,Wegener granulomatosis,M31.3,65-74 years,65-74,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Wegener granulomatosis,M31.3,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Wegener granulomatosis,M31.3,75-84 years,75-84,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Systemic lupus erythematosus with organ or system involvement,M32.1,35-44 years,35-44,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Systemic lupus erythematosus with organ or system involvement,M32.1,45-54 years,45-54,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Systemic lupus erythematosus with organ or system involvement,M32.1,55-64 years,55-64,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,Systemic lupus erythematosus with organ or system involvement,M32.1,65-74 years,65-74,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,Systemic lupus erythematosus with organ or system involvement,M32.1,75-84 years,75-84,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Other forms of systemic sclerosis,M34.8,65-74 years,65-74,Female,F,21,Not Applicable,Not Applicable
,White,2106-3,"Systemic sclerosis, unspecified",M34.9,55-64 years,55-64,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Systemic sclerosis, unspecified",M34.9,65-74 years,65-74,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Systemic sclerosis, unspecified",M34.9,75-84 years,75-84,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Scoliosis, unspecified",M41.9,85+ years,85+,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Other specified disorders of muscle,M62.8,75-84 years,75-84,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,Other specified disorders of muscle,M62.8,85+ years,85+,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Unspecified osteoporosis with pathological fracture,M80.9,75-84 years,75-84,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,Unspecified osteoporosis with pathological fracture,M80.9,85+ years,85+,Female,F,47,Not Applicable,Not Applicable
,White,2106-3,"Osteoporosis, unspecified",M81.9,75-84 years,75-84,Female,F,25,Not Applicable,Not Applicable
,White,2106-3,"Osteoporosis, unspecified",M81.9,85+ years,85+,Female,F,36,Not Applicable,Not Applicable
,White,2106-3,"Osteomyelitis, unspecified",M86.9,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Osteomyelitis, unspecified",M86.9,75-84 years,75-84,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,"Osteomyelitis, unspecified",M86.9,85+ years,85+,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,"Tubulo-interstitial nephritis, not specified as acute or chronic",N12,75-84 years,75-84,Female,F,28,Not Applicable,Not Applicable
,White,2106-3,"Tubulo-interstitial nephritis, not specified as acute or chronic",N12,85+ years,85+,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,45-54 years,45-54,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,55-64 years,55-64,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,55-64 years,55-64,Male,M,24,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,65-74 years,65-74,Female,F,55,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,65-74 years,65-74,Male,M,83,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,75-84 years,75-84,Female,F,147,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,75-84 years,75-84,Male,M,164,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,85+ years,85+,Female,F,184,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,85+ years,85+,Male,M,99,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,45-54 years,45-54,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,45-54 years,45-54,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,55-64 years,55-64,Female,F,38,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,55-64 years,55-64,Male,M,28,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,65-74 years,65-74,Female,F,73,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,65-74 years,65-74,Male,M,67,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,75-84 years,75-84,Female,F,72,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,75-84 years,75-84,Male,M,93,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,85+ years,85+,Female,F,30,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,85+ years,85+,Male,M,24,Not Applicable,Not Applicable
,White,2106-3,Other chronic renal failure,N18.8,65-74 years,65-74,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Other chronic renal failure,N18.8,75-84 years,75-84,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,Other chronic renal failure,N18.8,75-84 years,75-84,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,Other chronic renal failure,N18.8,85+ years,85+,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Chronic renal failure, unspecified",N18.9,45-54 years,45-54,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Chronic renal failure, unspecified",N18.9,55-64 years,55-64,Female,F,37,Not Applicable,Not Applicable
,White,2106-3,"Chronic renal failure, unspecified",N18.9,55-64 years,55-64,Male,M,26,Not Applicable,Not Applicable
,White,2106-3,"Chronic renal failure, unspecified",N18.9,65-74 years,65-74,Female,F,67,Not Applicable,Not Applicable
,White,2106-3,"Chronic renal failure, unspecified",N18.9,65-74 years,65-74,Male,M,93,Not Applicable,Not Applicable
,White,2106-3,"Chronic renal failure, unspecified",N18.9,75-84 years,75-84,Female,F,130,Not Applicable,Not Applicable
,White,2106-3,"Chronic renal failure, unspecified",N18.9,75-84 years,75-84,Male,M,147,Not Applicable,Not Applicable
,White,2106-3,"Chronic renal failure, unspecified",N18.9,85+ years,85+,Female,F,109,Not Applicable,Not Applicable
,White,2106-3,"Chronic renal failure, unspecified",N18.9,85+ years,85+,Male,M,90,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,< 1 year,1,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,35-44 years,35-44,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,35-44 years,35-44,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,45-54 years,45-54,Female,F,27,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,45-54 years,45-54,Male,M,43,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,55-64 years,55-64,Female,F,67,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,55-64 years,55-64,Male,M,86,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,65-74 years,65-74,Female,F,171,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,65-74 years,65-74,Male,M,225,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,75-84 years,75-84,Female,F,364,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,75-84 years,75-84,Male,M,397,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,85+ years,85+,Female,F,400,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,85+ years,85+,Male,M,332,Not Applicable,Not Applicable
,White,2106-3,"Disorder of kidney and ureter, unspecified",N28.9,55-64 years,55-64,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Urinary tract infection, site not specified",N39.0,45-54 years,45-54,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Urinary tract infection, site not specified",N39.0,55-64 years,55-64,Female,F,28,Not Applicable,Not Applicable
,White,2106-3,"Urinary tract infection, site not specified",N39.0,55-64 years,55-64,Male,M,23,Not Applicable,Not Applicable
,White,2106-3,"Urinary tract infection, site not specified",N39.0,65-74 years,65-74,Female,F,129,Not Applicable,Not Applicable
,White,2106-3,"Urinary tract infection, site not specified",N39.0,65-74 years,65-74,Male,M,85,Not Applicable,Not Applicable
,White,2106-3,"Urinary tract infection, site not specified",N39.0,75-84 years,75-84,Female,F,349,Not Applicable,Not Applicable
,White,2106-3,"Urinary tract infection, site not specified",N39.0,75-84 years,75-84,Male,M,216,Not Applicable,Not Applicable
,White,2106-3,"Urinary tract infection, site not specified",N39.0,85+ years,85+,Female,F,551,Not Applicable,Not Applicable
,White,2106-3,"Urinary tract infection, site not specified",N39.0,85+ years,85+,Male,M,184,Not Applicable,Not Applicable
,White,2106-3,Hyperplasia of prostate,N40,75-84 years,75-84,Male,M,23,Not Applicable,Not Applicable
,White,2106-3,Hyperplasia of prostate,N40,85+ years,85+,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,Newborn affected by incompetent cervix,P01.0,< 1 year,1,Female,F,41,Not Applicable,Not Applicable
,White,2106-3,Newborn affected by incompetent cervix,P01.0,< 1 year,1,Male,M,45,Not Applicable,Not Applicable
,White,2106-3,Newborn affected by premature rupture of membranes,P01.1,< 1 year,1,Female,F,35,Not Applicable,Not Applicable
,White,2106-3,Newborn affected by premature rupture of membranes,P01.1,< 1 year,1,Male,M,54,Not Applicable,Not Applicable
,White,2106-3,Newborn affected by multiple pregnancy,P01.5,< 1 year,1,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,Newborn affected by multiple pregnancy,P01.5,< 1 year,1,Male,M,23,Not Applicable,Not Applicable
,White,2106-3,Newborn affected by other forms of placental separation and haemorrhage,P02.1,< 1 year,1,Female,F,34,Not Applicable,Not Applicable
,White,2106-3,Newborn affected by other forms of placental separation and haemorrhage,P02.1,< 1 year,1,Male,M,42,Not Applicable,Not Applicable
,White,2106-3,Newborn affected by chorioamnionitis,P02.7,< 1 year,1,Female,F,28,Not Applicable,Not Applicable
,White,2106-3,Newborn affected by chorioamnionitis,P02.7,< 1 year,1,Male,M,30,Not Applicable,Not Applicable
,White,2106-3,Extremely low birth weight,P07.0,< 1 year,1,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Extreme immaturity,P07.2,< 1 year,1,Female,F,196,Not Applicable,Not Applicable
,White,2106-3,Extreme immaturity,P07.2,< 1 year,1,Male,M,263,Not Applicable,Not Applicable
,White,2106-3,Other preterm infants,P07.3,< 1 year,1,Female,F,65,Not Applicable,Not Applicable
,White,2106-3,Other preterm infants,P07.3,< 1 year,1,Male,M,98,Not Applicable,Not Applicable
,White,2106-3,"Birth asphyxia, unspecified",P21.9,< 1 year,1,Female,F,28,Not Applicable,Not Applicable
,White,2106-3,"Birth asphyxia, unspecified",P21.9,< 1 year,1,Male,M,37,Not Applicable,Not Applicable
,White,2106-3,Respiratory distress syndrome of newborn,P22.0,< 1 year,1,Female,F,64,Not Applicable,Not Applicable
,White,2106-3,Respiratory distress syndrome of newborn,P22.0,< 1 year,1,Male,M,111,Not Applicable,Not Applicable
,White,2106-3,"Congenital pneumonia, unspecified",P23.9,< 1 year,1,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Interstitial emphysema originating in the perinatal period,P25.0,< 1 year,1,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Interstitial emphysema originating in the perinatal period,P25.0,< 1 year,1,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,Unspecified pulmonary haemorrhage originating in the perinatal period,P26.9,< 1 year,1,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,Unspecified pulmonary haemorrhage originating in the perinatal period,P26.9,< 1 year,1,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,Bronchopulmonary dysplasia originating in the perinatal period,P27.1,< 1 year,1,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,Bronchopulmonary dysplasia originating in the perinatal period,P27.1,< 1 year,1,Male,M,29,Not Applicable,Not Applicable
,White,2106-3,Primary atelectasis of newborn,P28.0,< 1 year,1,Female,F,38,Not Applicable,Not Applicable
,White,2106-3,Primary atelectasis of newborn,P28.0,< 1 year,1,Male,M,90,Not Applicable,Not Applicable
,White,2106-3,Neonatal cardiac failure,P29.0,< 1 year,1,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,Neonatal cardiac failure,P29.0,< 1 year,1,Male,M,31,Not Applicable,Not Applicable
,White,2106-3,Neonatal cardiac dysrhythmia,P29.1,< 1 year,1,Female,F,21,Not Applicable,Not Applicable
,White,2106-3,Neonatal cardiac dysrhythmia,P29.1,< 1 year,1,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,"Bacterial sepsis of newborn, unspecified",P36.9,< 1 year,1,Female,F,34,Not Applicable,Not Applicable
,White,2106-3,"Bacterial sepsis of newborn, unspecified",P36.9,< 1 year,1,Male,M,39,Not Applicable,Not Applicable
,White,2106-3,Unspecified intraventricular (nontraumatic) haemorrhage of newborn,P52.3,< 1 year,1,Female,F,14,Not Applicable,Not Applicable
